Keyword,Intents,Volume,Keyword Difficulty,CPC,Competition Density,attackacrack.com,a1foundationcrackrepair.com,crackx.com,groundworks.com,attackacrack.com (pages),a1foundationcrackrepair.com (pages),crackx.com (pages),groundworks.com (pages),Results
beehive wasp,Informational,1900,20,1.52,0.01,0,0,0,43,,,,https://www.groundworks.com/resources/what-hive-is-it/,0
bouncy floors,Informational,1900,14,4.92,0.14,0,0,0,3,,,,https://www.groundworks.com/resources/ways-to-stop-bouncy-floors/,2580000
brick repair near me,Transactional,1900,14,8.70,0.41,0,0,0,52,,,,https://www.groundworks.com/,144
bulkhead doors,"Commercial, Informational",1900,25,1.29,0.85,0,0,16,15,,,https://crackx.com/bulkhead-door-installation-natick/,https://www.groundworks.com/resources/northeast-new-england-bilco-bulkhead-doors/,0
cement steps repair,Informational,1900,24,4.90,0.78,0,0,0,25,,,,https://www.groundworks.com/resources/how-to-fix-sinking-concrete-steps/,45000000
cleveland ohio basement waterproofing,Commercial,1900,34,27.68,0.77,0,0,0,16,,,,https://www.groundworks.com/service-areas/basement-waterproofing-cleveland-oh/,0
concrete leveling companies,Commercial,1900,51,12.68,0.21,0,0,0,11,,,,https://www.groundworks.com/solutions/concrete-lifting/,4770000
concrete leveling foam,Commercial,1900,13,7.14,0.64,0,0,0,34,,,,https://www.groundworks.com/solutions/concrete-lifting/,4150000
concrete leveling services,Commercial,1900,23,15.14,0.16,0,0,0,7,,,,https://www.groundworks.com/service-areas/concrete-lifting-fairfax-va/,151
cracks in basement floor,Informational,1900,12,4.50,0.07,0,33,13,8,,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/everything-you-needed-and-wanted-to-know-about-basement-floor-cracks,https://crackx.com/basement-floor-cracks/,https://www.groundworks.com/solutions/foundation-repair/basement-floor-crack/,12000000
crawl space moisture barrier,"Commercial, Informational",1900,10,5.74,1.00,0,0,0,36,,,,https://www.groundworks.com/solutions/crawl-space-repair/crawl-seal/,2330000
crawl space service,Commercial,1900,20,18.16,0.74,0,0,0,4,,,,https://www.groundworks.com/solutions/crawl-space-repair/,41300000
crawl space vent,"Commercial, Informational",1900,2,1.99,0.92,0,0,0,31,,,,https://www.groundworks.com/resources/crawl-space-vents-open-closed/,0
crawl space water,"Commercial, Informational",1900,11,13.99,0.72,0,0,0,15,,,,https://www.groundworks.com/solutions/crawl-space-repair/water-in-crawl-space/,44700000
crawlspace vents,"Commercial, Informational",1900,34,1.56,1.00,0,0,0,21,,,,https://www.groundworks.com/resources/crawl-space-vents-open-closed/,3010000
drainage pipes,Transactional,1900,18,1.73,0.96,0,0,0,21,,,,https://www.groundworks.com/solutions/basement-waterproofing/grated-drain/,84400000
drilled pier and grade beam system,Informational,1900,4,0.00,0.00,0,0,0,44,,,,https://www.groundworks.com/resources/how-to-build-a-pier-and-beam-foundation/,90400
drywall crack repair,Informational,1900,29,2.03,0.91,0,0,0,61,,,,https://www.groundworks.com/solutions/foundation-repair/drywall-cracks/,199
fix cracks in concrete driveway,Informational,1900,21,2.44,0.97,0,0,0,50,,,,https://www.groundworks.com/resources/concrete-driveway-repair-memphis/,2710000
fix sloping porch,Informational,1900,12,0.00,0.00,0,0,0,1,,,,https://www.groundworks.com/resources/how-to-fix-sinking-front-porch/,5020000
footings,Informational,1900,31,2.71,0.02,0,0,0,12,,,,https://www.groundworks.com/glossary/concrete-footing/,41000000
foundation blocks,"Commercial, Informational",1900,26,1.40,0.74,0,0,0,29,,,,https://www.groundworks.com/glossary/block-foundation-wall/,360000000
foundation builds,Informational,1900,30,5.78,0.07,0,0,0,50,,,,https://www.groundworks.com/resources/how-to-build-a-slab-foundation/,1700000000
foundation drainage,Informational,1900,28,6.90,0.37,0,0,0,55,,,,https://www.groundworks.com/resources/foundation-interior-drain/,218000000
foundation fix cost,Informational,1900,30,7.49,0.29,0,0,0,45,,,,https://www.groundworks.com/resources/how-much-does-foundation-repair-cost/,0
foundation mobile,Navigational,1900,31,5.55,0.11,0,0,0,71,,,,https://www.groundworks.com/service-areas/foundation-repair-mobile-al/,1220000000
foundation repair contractors near me,Transactional,1900,8,16.86,0.19,0,0,0,65,,,,https://www.groundworks.com/service-areas/foundation-repair-greensboro-nc/,0
foundation sealant,"Commercial, Informational",1900,29,2.80,1.00,0,0,0,12,,,,https://www.groundworks.com/resources/foundation-repair-foundation-sealant/,10200000
foundation specialists near me,Transactional,1900,7,23.83,0.58,0,0,0,7,,,,https://www.groundworks.com/service-areas/foundation-repair-greensboro-nc/,0
foundation underpinning services,Informational,1900,9,0.00,0.05,0,0,0,7,,,,https://www.groundworks.com/commercial/solutions/foundation-repair/foundation-underpinning/,15500000
heave frost,Informational,1900,40,1.24,0.00,0,0,47,78,,,https://crackx.com/a-comprehensive-guide-to-frost-heave-and-its-prevention/,https://www.groundworks.com/resources/frost-heave-foundation-cracks/,0
helical piers foundation repair,Informational,1900,36,9.32,0.07,0,0,0,1,,,,https://www.groundworks.com/solutions/foundation-repair/helical-piers/,438000
home foundation repair cost,"Commercial, Informational",1900,33,9.42,0.68,0,0,0,25,,,,https://www.groundworks.com/resources/how-much-does-foundation-repair-cost/,156000000
home foundation repair near me,Transactional,1900,8,22.13,0.30,0,0,0,9,,,,https://www.groundworks.com/service-areas/california/modesto-ca/,0
honey bee nest,Informational,1900,31,0.00,0.02,0,0,0,36,,,,https://www.groundworks.com/resources/what-hive-is-it/,17300000
honeycombing concrete,Informational,1900,8,1.82,0.01,0,0,0,7,,,,https://www.groundworks.com/resources/the-dangers-of-honeycomb-concrete/,120
house foundation repair cost,Informational,1900,22,10.03,0.70,0,0,0,58,,,,https://www.groundworks.com/resources/how-much-does-foundation-repair-cost/,0
house foundation repair near me,Transactional,1900,35,15.88,0.36,0,0,0,12,,,,https://www.groundworks.com/service-areas/foundation-repair-denver-co/,183000000
how much does it cost to waterproof a basement,Informational,1900,24,7.21,0.76,0,0,0,19,,,,https://www.groundworks.com/resources/how-much-does-basement-waterproofing-cost/,0
how to get rid of ants in your house,Informational,1900,32,0.61,0.68,0,0,0,60,,,,https://www.groundworks.com/resources/ants-in-the-house/,46500000
how to keep ants out of house,Informational,1900,18,0.61,0.78,0,0,0,83,,,,https://www.groundworks.com/resources/ants-in-the-house/,46100000
how to repair cracks in concrete,Informational,1900,32,0.89,0.97,0,0,0,23,,,,https://www.groundworks.com/resources/how-to-repair-cracks-in-concrete/,21800000
layers in the soil,Informational,1900,36,0.00,0.00,0,0,0,20,,,,https://www.groundworks.com/glossary/soil-layers/,85500000
level self,"Informational, Transactional",1900,20,0.00,0.29,0,0,0,65,,,,https://www.groundworks.com/resources/is-self-leveling-concrete-good/,2740000000
mike rowe foundation,Navigational,1900,32,3.54,0.07,0,0,0,25,,,,https://www.groundworks.com/rowe/learns-foundation-repair/,0
moisture in crawl space,Informational,1900,6,9.40,0.74,0,0,0,16,,,,https://www.groundworks.com/resources/damp-crawl-space/,6390000
mud jacking concrete,Informational,1900,20,8.80,0.40,0,0,0,14,,,,https://www.groundworks.com/resources/what-is-mudjacking/,8070000
mudjacking concrete,Informational,1900,21,8.80,0.40,0,0,0,19,,,,https://www.groundworks.com/resources/what-is-mudjacking/,256000
pier and beam,Informational,1900,18,5.45,0.10,0,0,0,3,,,,https://www.groundworks.com/resources/pier-and-beam-vs-crawl-space-foundation/,10900000
poly lifting near me,Transactional,1900,39,20.99,0.87,0,0,0,22,,,,https://www.groundworks.com/service-areas/concrete-lifting-oklahoma-city-ok/,13200000
sealing basement floor,Informational,1900,18,3.02,1.00,0,0,0,42,,,,https://www.groundworks.com/resources/foundation-repair-foundation-sealant/,34000000
secret cities underground,"Informational, Transactional",1900,30,0.00,0.00,0,0,0,68,,,,https://www.groundworks.com/resources/u-s-cities-with-incredible-underground-tunnel-systems/,12500000
secret underground cities,Informational,1900,33,0.00,0.00,0,0,0,6,,,,https://www.groundworks.com/resources/u-s-cities-with-incredible-underground-tunnel-systems/,49700000
sump and pump installation,Informational,1900,35,10.63,0.21,0,0,0,22,,,,https://www.groundworks.com/resources/sump-pump-installation-steps/,201
termiticide,"Commercial, Informational",1900,23,2.10,0.98,0,0,0,13,,,,https://www.groundworks.com/glossary/termiticide/,0
tiny black ants in house,Informational,1900,22,0.78,0.50,0,0,0,49,,,,https://www.groundworks.com/resources/ants-in-the-house/,15300000
underground tunnels,Informational,1900,50,0.19,0.01,0,0,0,33,,,,https://www.groundworks.com/resources/u-s-cities-with-incredible-underground-tunnel-systems/,47900000
vapor barrier basement,Informational,1900,7,3.25,0.77,0,0,0,5,,,,https://www.groundworks.com/resources/how-to-check-basement-vapor-barrier/,202
vertical foundation cracks,"Commercial, Informational",1900,5,3.71,0.41,0,0,0,31,,,,https://www.groundworks.com/resources/vertical-wall-cracks/,31300000
wall crack repair,Informational,1900,29,4.57,0.94,0,0,0,32,,,,https://www.groundworks.com/resources/repairing-concrete-foundation-wall-cracks-the-right-way/,67400000
water damage in basement,Informational,1900,24,31.11,0.42,0,0,0,79,,,,https://www.groundworks.com/resources/how-to-clean-up-a-flooded-basement/,0
weep water,Informational,1900,3,0.00,0.01,0,0,0,5,,,,https://www.groundworks.com/glossary/weep-holes/,14200000
wet basement walls,Informational,1900,25,11.54,0.54,0,0,0,41,,,,https://www.groundworks.com/resources/how-to-stop-basement-wall-leaks-in-their-tracks/,34100000
what is a joist,Informational,1900,27,1.37,0.01,0,0,0,61,,,,https://www.groundworks.com/glossary/rim-joists/,7970000
what is concrete,Informational,1900,44,0.13,0.01,0,0,0,33,,,,https://www.groundworks.com/resources/what-is-concrete-made-of/,133
what is dry rot,Informational,1900,16,0.91,0.02,0,0,0,1,,,,https://www.groundworks.com/resources/dry-rot-wood-rot/,0
what is hydrostatic pressure,Informational,1900,42,0.00,0.00,0,0,0,30,,,,https://www.groundworks.com/resources/what-is-hydrostatic-pressure/,13900000
whats an adu,Informational,1900,43,0.54,0.07,0,0,0,88,,,,https://www.groundworks.com/resources/what-is-an-adu/,0
where does earthquakes happen the most,Informational,1900,32,0.00,0.00,0,0,0,24,,,,https://www.groundworks.com/resources/worst-us-cities-for-earthquakes/,11000000
where does most earthquakes happen,Informational,1900,39,0.00,0.00,0,0,0,63,,,,https://www.groundworks.com/resources/worst-us-cities-for-earthquakes/,10800000
white house square ft,Informational,1900,59,0.00,0.00,0,0,0,89,,,,https://www.groundworks.com/resources/white-house-basement/,182000000
a christmas story house cleveland,Navigational,1600,33,0.76,0.14,0,0,0,55,,,,https://www.groundworks.com/resources/inside-the-movie-house-from-a-christmas-story/,41700000
basement dehumidifiers,Commercial,1600,33,1.20,1.00,0,0,0,53,,,,https://www.groundworks.com/solutions/basement-waterproofing/dehumidifier/,0
basement encapsulation near me,Transactional,1600,11,19.45,0.91,0,0,0,4,,,,https://www.groundworks.com/service-areas/crawl-space-repair-fresno-ca/,2280000
basement flooding clean up service,Commercial,1600,27,65.83,0.31,0,0,0,27,,,,https://www.groundworks.com/resources/how-to-clean-up-a-flooded-basement/,3860000
basement leak repair cost,"Commercial, Informational",1600,17,12.73,0.67,0,0,0,72,,,,https://www.groundworks.com/resources/how-much-does-basement-waterproofing-cost/,9700000
basement paint,Commercial,1600,22,1.26,0.94,0,0,0,23,,,,https://www.groundworks.com/resources/should-you-paint-basement-walls/,73700000
basement sealing companies,Commercial,1600,62,18.62,0.24,0,0,0,13,,,,https://www.groundworks.com/solutions/basement-waterproofing/,12500000
basement wall paint,"Commercial, Informational",1600,18,1.06,0.97,0,0,0,18,,,,https://www.groundworks.com/resources/should-you-paint-basement-walls/,0
basement water cleanup,Commercial,1600,35,34.14,0.36,0,0,0,21,,,,https://www.groundworks.com/resources/how-to-clean-up-a-flooded-basement/,8000000
basement water damage,Informational,1600,29,31.11,0.42,0,0,0,52,,,,https://www.groundworks.com/resources/how-to-clean-up-a-flooded-basement/,91100000
basement waterproofing specialist,Commercial,1600,35,19.63,0.15,0,0,0,23,,,,https://www.groundworks.com/service-areas/basement-waterproofing-oklahoma-city-ok/,1510000
basement waterproofing systems,"Commercial, Informational",1600,14,6.03,0.23,0,0,0,21,,,,https://www.groundworks.com/solutions/basement-waterproofing/,6280000
best sump pump,Commercial,1600,10,0.80,1.00,0,0,0,89,,,,https://www.groundworks.com/resources/sump-pump-systems-what-are-your-options/,22700000
big dam in america,Informational,1600,28,0.04,0.02,0,0,0,3,,,,https://www.groundworks.com/resources/biggest-dam-projects-in-us/,337000000
cement driveway repair,Transactional,1600,33,6.48,0.61,0,0,0,81,,,,https://www.groundworks.com/,9710000
cement stairs repair,Informational,1600,18,4.90,0.78,0,62,0,0,,https://www.a1foundationcrackrepair.com/damaged-stairs,,,15600000
commercial foundation repair,Informational,1600,9,34.01,0.12,0,0,0,3,,,,https://www.groundworks.com/commercial/solutions/foundation-repair/,143000000
concrete levelers near me,Transactional,1600,43,14.38,0.93,0,0,0,58,,,,https://www.groundworks.com/service-areas/concrete-lifting-edmond-ok/,1550000
concrete material,Informational,1600,50,2.51,0.21,0,0,0,53,,,,https://www.groundworks.com/resources/what-is-concrete-made-of/,299000000
concrete pier,Informational,1600,8,3.20,0.34,0,0,0,51,,,,https://www.groundworks.com/resources/how-to-build-a-pier-and-beam-foundation/,24800000
concrete pier foundation,Informational,1600,15,4.46,0.17,0,0,0,33,,,,https://www.groundworks.com/resources/how-to-build-a-pier-and-beam-foundation/,11400000
concrete repair companies near me,Transactional,1600,38,12.16,0.92,0,0,0,96,,,,https://www.groundworks.com/,56700000
cost to fix cracked foundation,Informational,1600,30,7.62,0.41,0,0,0,47,,,,https://www.groundworks.com/resources/how-much-does-foundation-repair-cost/,35900000
cost to tank a basement,Commercial,1600,7,7.67,0.62,0,0,0,47,,,,https://www.groundworks.com/resources/how-much-does-basement-waterproofing-cost/,21900000
crack in foundation of house,Informational,1600,14,6.40,0.49,0,0,0,9,,,,https://www.groundworks.com/resources/foundation-cracks-when-to-take-action/,127000000
cracks in concrete floor,Informational,1600,19,3.48,0.45,0,0,32,0,,,https://crackx.com/5-reasons-why-your-concrete-floor-is-cracking/,,26100000
crawl space fan,"Commercial, Informational",1600,9,1.27,1.00,0,0,0,20,,,,https://www.groundworks.com/resources/do-crawl-space-ventilation-fans-work/,22300000
crawl space repairs,Informational,1600,23,18.16,0.30,0,0,0,5,,,,https://www.groundworks.com/solutions/crawl-space-repair/,6500000
crawlspace encapsulation cost,"Commercial, Informational",1600,18,8.16,0.16,0,0,0,31,,,,https://www.groundworks.com/resources/everything-you-need-to-know-about-crawl-space-encapsulation/,865000
crawlspace repairs,Informational,1600,19,18.16,0.30,0,0,0,3,,,,https://www.groundworks.com/solutions/crawl-space-repair/,4510000
creepy basement,Informational,1600,27,0.00,0.00,0,0,0,22,,,,https://www.groundworks.com/resources/scariest-basements-in-movies-tv/,15600000
crowder construction,Navigational,1600,46,3.21,0.07,0,0,0,84,,,,https://www.groundworks.com/,2280000
cryans bar annandale nj,Informational,1600,27,0.00,0.02,0,0,0,57,,,,https://www.groundworks.com/sitemap/,3140
define joist,Informational,1600,37,0.85,0.01,0,0,0,12,,,,https://www.groundworks.com/glossary/floor-joists/,1160000
different types of mold,Informational,1600,38,1.02,0.04,0,0,0,42,,,,https://www.groundworks.com/resources/identify-prevent-household-mold-types/,167000000
drainpipe,Informational,1600,28,1.73,0.96,0,0,0,24,,,,https://www.groundworks.com/glossary/drainage-pipe/,14000000
driveway cracking repair,Informational,1600,25,4.25,0.93,0,0,0,81,,,,https://www.groundworks.com/resources/concrete-driveway-repair-memphis/,7050000
driveway leveling near me,Transactional,1600,38,16.03,0.97,0,0,0,19,,,,https://www.groundworks.com/service-areas/concrete-lifting-memphis-tn/,7540000
driveway lifting,Commercial,1600,20,11.72,0.25,0,0,0,8,,,,https://www.groundworks.com/resources/driveway-leveling/,32400000
dry wall crack repair,Informational,1600,30,2.03,0.91,0,0,0,81,,,,https://www.groundworks.com/resources/drywall-cracks-when-to-worry/,19500000
earthquake in united states of america,Informational,1600,43,0.00,0.00,0,0,0,65,,,,https://www.groundworks.com/resources/worst-us-cities-for-earthquakes/,67200000
egress window wells,Commercial,1600,16,1.43,1.00,0,0,0,33,,,,https://www.groundworks.com/solutions/basement-waterproofing/egress-windows/,0
external basement waterproofing,Informational,1600,10,7.03,0.67,0,0,0,31,,,,https://www.groundworks.com/resources/interior-vs-exterior-waterproofing/,2490000
fix basement leak,Informational,1600,11,21.45,0.45,0,0,0,20,,,,https://www.groundworks.com/resources/preventing-repairing-basement-leaks/,18200000
fix cement cracks,Informational,1600,26,2.57,1.00,0,0,0,81,,,,https://www.groundworks.com/,14700000
fix sagging floor crawl space,Informational,1600,11,17.90,0.66,0,0,0,13,,,,https://www.groundworks.com/solutions/crawl-space-repair/sagging-floors/,288000
fix wall cracks,Informational,1600,-1,3.65,0.92,0,0,0,84,,,,https://www.groundworks.com/,44100000
fixing brickwork,Informational,1600,20,7.64,0.44,0,0,0,80,,,,https://www.groundworks.com/solutions/foundation-repair/cracked-bricks/,7570000
floor cracks,Informational,1600,28,7.85,0.05,0,69,0,37,,https://www.a1foundationcrackrepair.com/concrete-floor-cracks,,https://www.groundworks.com/solutions/foundation-repair/basement-floor-crack/,95200000
foundation company,Commercial,1600,58,23.89,0.37,0,0,0,27,,,,https://www.groundworks.com/,1660000000
foundation leak repair near me,Transactional,1600,31,20.00,0.17,0,0,0,25,,,,https://www.groundworks.com/service-areas/tennessee/chattanooga-tn/,29500000
foundation repair price,Informational,1600,32,7.49,0.29,0,0,0,48,,,,https://www.groundworks.com/resources/how-much-does-foundation-repair-cost/,208000000
foundation repair underpinning,Informational,1600,5,11.23,0.02,0,0,0,1,,,,https://www.groundworks.com/resources/residential-foundation-underpinning-repair/,2700000
foundation wall,Informational,1600,11,6.17,0.04,0,0,0,21,,,,https://www.groundworks.com/glossary/block-foundation-wall/,1150000000
foundation water leak,"Commercial, Informational",1600,23,14.62,0.75,0,0,0,5,,,,https://www.groundworks.com/resources/how-long-before-water-will-damage-foundation/,63600000
foundation work,Informational,1600,32,7.19,0.35,0,0,0,6,,,,https://www.groundworks.com/,1700000000
frost line,Informational,1600,44,1.09,0.13,0,0,0,9,,,,https://www.groundworks.com/resources/frost-line-depth-in-northern-new-england-how-it-impacts-foundations-and-repairs/,357000000
helical pier,Informational,1600,21,3.31,0.60,0,0,0,32,,,,https://www.groundworks.com/solutions/foundation-repair/helical-piers/,841000
helical piers cost,Informational,1600,6,4.55,0.46,0,0,0,75,,,,https://www.groundworks.com/solutions/foundation-repair/helical-piers/,420000
homefoundationrepair,Commercial,1600,32,18.05,0.68,0,0,0,8,,,,https://www.groundworks.com/resources/easy-steps-to-repair-house-foundation/,427000000
house ants,Informational,1600,46,1.73,0.09,0,0,0,50,,,,https://www.groundworks.com/resources/ants-in-the-house/,87300000
how is concrete made,Informational,1600,24,0.15,0.02,0,0,0,42,,,,https://www.groundworks.com/resources/what-is-concrete-made-of/,462000000
how to clean the concrete floor,Informational,1600,23,0.58,1.00,0,0,0,61,,,,https://www.groundworks.com/resources/how-to-clean-concrete-with-pressure-washer/,99000000
how to get rid of musty smell in basement,Informational,1600,17,0.76,1.00,0,0,0,22,,,,https://www.groundworks.com/resources/smell-in-basement/,12100000
how to repair drywall cracks,Informational,1600,31,0.82,0.69,0,0,0,69,,,,https://www.groundworks.com/solutions/foundation-repair/drywall-cracks/,7150000
hyperloop train,Informational,1600,53,1.09,0.02,0,0,0,49,,,,https://www.groundworks.com/resources/how-does-the-hyperloop-work/,1270000
innovative basement authority,Navigational,1600,33,7.41,0.44,0,0,0,2,,,,https://www.groundworks.com/locations/innovative-basement-authority/,2660000
insulating crawl space,Informational,1600,26,4.96,0.85,0,0,0,40,,,,https://www.groundworks.com/solutions/crawl-space-repair/insulation/,1920000
interior foundation waterproofing,Informational,1600,20,7.06,0.63,0,0,0,58,,,,https://www.groundworks.com/resources/interior-vs-exterior-waterproofing/,9860000
kyle andrew house,Informational,1600,26,0.00,0.33,0,0,0,42,,,,https://www.groundworks.com/,21700000
lake snow effect,Informational,1600,49,0.09,0.02,0,0,0,21,,,,https://www.groundworks.com/resources/what-is-lake-effect-snow/,93100000
landscape grading,Commercial,1600,24,3.70,0.63,0,0,0,28,,,,https://www.groundworks.com/glossary/yard-grading/,43200000
large ants in house,Informational,1600,35,1.10,0.59,0,0,0,55,,,,https://www.groundworks.com/resources/ants-in-the-house/,40800000
little black ants in house,Informational,1600,19,0.78,0.50,0,0,0,49,,,,https://www.groundworks.com/resources/ants-in-the-house/,45900000
mike rowe works foundation,"Navigational, Transactional",1600,36,3.54,0.07,0,0,0,39,,,,https://www.groundworks.com/,2100000
mold in crawl space,Informational,1600,4,9.07,0.61,0,0,0,31,,,,https://www.groundworks.com/resources/mold-in-the-crawl-space-is-my-health-at-risk/,5290000
mold in crawl space removal,Informational,1600,18,11.85,0.48,0,0,0,12,,,,https://www.groundworks.com/resources/removing-crawl-space-mold/,2610000
nail pops,Informational,1600,9,1.13,0.14,0,0,0,35,,,,https://www.groundworks.com/solutions/foundation-repair/drywall-nail-pops/,75900000
polyurethane foam injection,Informational,1600,11,4.30,0.93,0,0,0,23,,,,https://www.groundworks.com/solutions/concrete-lifting/polyrenewal-injection/,3400000
pool deck leveling near me,Transactional,1600,3,9.31,0.90,0,0,0,14,,,,https://www.groundworks.com/service-areas/concrete-lifting-foley-al/,68300000
professional foundation repair,Informational,1600,29,16.21,0.10,0,0,0,20,,,,https://www.groundworks.com/solutions/foundation-repair/,229000000
rainiest cities in america,Informational,1600,26,0.16,0.01,0,0,0,6,,,,https://www.groundworks.com/resources/worst-us-cities-for-rainfall/,442000
rainiest cities in the us,Informational,1600,39,0.16,0.01,0,0,0,6,,,,https://www.groundworks.com/resources/worst-us-cities-for-rainfall/,1350000
rainiest city in the us,Informational,1600,40,0.14,0.01,0,0,0,5,,,,https://www.groundworks.com/resources/worst-us-cities-for-rainfall/,0
reseal basement walls,Informational,1600,31,2.96,1.00,0,0,0,64,,,,https://www.groundworks.com/glossary/sealed-foundation-walls/,261000
rh humidity,Informational,1600,29,0.32,0.00,0,0,0,43,,,,https://www.groundworks.com/resources/home-humidity-scale/,39200000
sealing basement concrete,Informational,1600,31,2.69,1.00,0,0,0,50,,,,https://www.groundworks.com/resources/foundation-repair-foundation-sealant/,20500000
sealing foundation cracks,Informational,1600,4,4.25,0.99,0,0,0,11,,,,https://www.groundworks.com/resources/sealing-foundation-cracks-tips-new-england/,13900000
sinking porch,Informational,1600,12,11.30,0.12,0,0,0,2,,,,https://www.groundworks.com/resources/how-to-fix-sinking-front-porch/,2120000
slab foundation repair cost,Informational,1600,26,6.89,0.59,0,0,0,64,,,,https://www.groundworks.com/resources/how-much-does-foundation-repair-cost/,10800000
slab jacking near me,Transactional,1600,26,10.26,0.17,0,0,0,6,,,,https://www.groundworks.com/solutions/concrete-lifting/,21700000
small black ants in house,Informational,1600,23,0.78,0.50,0,0,0,43,,,,https://www.groundworks.com/resources/ants-in-the-house/,61900000
snowiest places in the us,Informational,1600,47,0.15,0.01,0,0,0,9,,,,https://www.groundworks.com/resources/top-10-snowiest-cities-in-the-us-how-heavy-snowfall-can-impact-your-home/,865000
soccer city tulsa,Navigational,1600,22,0.00,0.00,0,0,0,19,,,,https://www.groundworks.com/goodworks/goodworks-oklahoma/groundworks-sponsors-soccercity-tulsa-2024-season/,9860000
soil triangle texture,Informational,1600,25,0.00,0.00,0,0,0,63,,,,https://www.groundworks.com/glossary/soil-triangle/,9630000
stillwater humane society,Navigational,1600,42,0.01,0.01,0,0,0,26,,,,https://www.groundworks.com/goodworks/goodworks-oklahoma/groundworks-sponsors-stillwater-humane-societys-walk-n-wag/,186000
subpump,"Commercial, Informational",1600,55,2.42,1.00,0,0,0,59,,,,https://www.groundworks.com/solutions/basement-waterproofing/sump-pump/,44700000
tar heel basement systems,Navigational,1600,36,9.06,0.60,0,0,0,8,,,,https://www.groundworks.com/locations/tar-heel-basement-systems/,218000
the biggest dam in america,Informational,1600,24,0.04,0.02,0,0,0,3,,,,https://www.groundworks.com/resources/biggest-dam-projects-in-us/,15100000
top 10 populated cities in united states,"Commercial, Informational",1600,71,3.35,0.00,0,0,0,69,,,,https://www.groundworks.com/resources/worst-us-cities-for-rainfall/,431000000
tunnel city,"Informational, Transactional",1600,29,0.00,0.01,0,0,0,83,,,,https://www.groundworks.com/resources/u-s-cities-with-incredible-underground-tunnel-systems/,232000000
under house dehumidifier,"Commercial, Informational",1600,25,1.72,1.00,0,0,0,74,,,,https://www.groundworks.com/solutions/crawl-space-repair/dehumidifier/,20100000
underground town in usa,Informational,1600,21,0.70,0.01,0,0,0,4,,,,https://www.groundworks.com/resources/u-s-cities-with-incredible-underground-tunnel-systems/,37800000
uneven floor,Informational,1600,18,5.75,0.27,0,0,0,5,,,,https://www.groundworks.com/resources/do-uneven-floors-mean-foundation-trouble/,90100000
vapor barrier in crawl space,Informational,1600,25,5.74,1.00,0,0,0,16,,,,https://www.groundworks.com/resources/how-to-install-vapor-barrier/,1860000
wash cement floor,Informational,1600,18,1.19,1.00,0,0,0,44,,,,https://www.groundworks.com/resources/how-to-clean-concrete-with-pressure-washer/,23300000
water in basement repair,Commercial,1600,26,34.22,0.58,0,62,0,11,,https://www.a1foundationcrackrepair.com/basement-waterproofing,,https://www.groundworks.com/solutions/basement-waterproofing/,66100000
waterproof concrete sealer,"Commercial, Informational",1600,23,1.11,1.00,0,0,0,87,,,,https://www.groundworks.com/,6010000
waterproofing near me,Transactional,1600,29,16.46,0.56,0,0,0,19,,,,https://www.groundworks.com/locations/bakers-waterproofing/,28200000
what is a settling,Informational,1600,35,0.00,0.00,0,0,80,23,,,https://crackx.com/settling-vs-foundation-failure-understanding-the-difference/,https://www.groundworks.com/resources/how-much-is-too-much-home-settling/,69400000
winterizing sprinkler system,Informational,1600,18,3.58,0.41,0,0,0,27,,,,https://www.groundworks.com/resources/how-to-winterize-sprinkler-system/,484000
yard grading,Commercial,1600,21,4.39,0.50,0,0,0,10,,,,https://www.groundworks.com/glossary/yard-grading/,13300000
ant infestation in home,Informational,1300,26,4.26,0.80,0,0,0,44,,,,https://www.groundworks.com/resources/ants-in-the-house/,8390000
ant infestation in house,Informational,1300,27,4.26,0.80,0,0,0,51,,,,https://www.groundworks.com/resources/ants-in-the-house/,5100000
ants in home,Informational,1300,33,1.35,0.85,0,0,0,49,,,,https://www.groundworks.com/resources/ants-in-the-house/,223000000
aquaguard foundation solutions,Navigational,1300,40,12.16,0.43,0,0,0,6,,,,https://www.groundworks.com/locations/aquaguard-foundation-solutions/south-atlanta-branch/,67300
bakers waterproofing,Navigational,1300,13,5.85,0.51,0,0,0,3,,,,https://www.groundworks.com/locations/bakers-waterproofing/,257000
basement and crawl space,Informational,1300,17,7.26,0.23,0,0,0,29,,,,https://www.groundworks.com/glossary/crawl-space/,18900000
basement and foundation repair,Commercial,1300,56,18.41,0.47,0,64,0,15,,https://www.a1foundationcrackrepair.com/massachusetts,,https://www.groundworks.com/service-areas/rhode-island/providence-ri/,25600000
basement bulkhead doors,Transactional,1300,26,1.14,0.72,0,0,0,62,,,,https://www.groundworks.com/resources/bulkhead-and-cellar-door-replacement-in-northeast-new-england/,947000
basement company near me,Transactional,1300,42,15.24,0.56,0,0,0,10,,,,https://www.groundworks.com/,302000000
basement cracks repair,Informational,1300,14,15.13,0.41,0,0,0,29,,,,https://www.groundworks.com/resources/foundation-cracks-when-to-take-action/,10200000
basement crawl space insulation,Informational,1300,16,4.96,0.85,0,0,0,90,,,,https://www.groundworks.com/solutions/crawl-space-repair/insulation/,5200000
basement dehumidifier with pump,Commercial,1300,20,1.74,1.00,0,0,0,46,,,,https://www.groundworks.com/solutions/basement-waterproofing/dehumidifier/,1840000
